,Habitat,SiteName,Date,npoints,TimePoint,Label,n,cover,Label_General,Label_Suscep
275,Forereef,CBC30N,24/05/2022,680,May-22,ANTI,62,9.117647059,Octocoral,x
276,Forereef,CBC30N,24/05/2022,680,May-22,ATEN,16,2.352941176,All Stony Coral,x
277,Forereef,CBC30N,24/05/2022,680,May-22,BRAN-CALC,0,0,Macroalgae,x
278,Forereef,CBC30N,24/05/2022,680,May-22,BRIA,0,0,Octocoral,x
279,Forereef,CBC30N,24/05/2022,680,May-22,CCA 1,6,0.882352941,Hard Substrate,x
280,Forereef,CBC30N,24/05/2022,680,May-22,CLIONI,0,0,Sponge,x
281,Forereef,CBC30N,24/05/2022,680,May-22,CNAT,0,0,All Stony Coral,SCTLD Suscep. Spp.
282,Forereef,CBC30N,24/05/2022,680,May-22,CYAN,1,0.147058824,Cyanobacteria,x
283,Forereef,CBC30N,24/05/2022,680,May-22,Cyan red,0,0,Cyanobacteria,x
284,Forereef,CBC30N,24/05/2022,680,May-22,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
285,Forereef,CBC30N,24/05/2022,680,May-22,Dicsp,2,0.294117647,Macroalgae,x
286,Forereef,CBC30N,24/05/2022,680,May-22,ENSP,0,0,Sponge,x
287,Forereef,CBC30N,24/05/2022,680,May-22,EUNI,8,1.176470588,Octocoral,x
288,Forereef,CBC30N,24/05/2022,680,May-22,GORGO,17,2.5,Octocoral,x
289,Forereef,CBC30N,24/05/2022,680,May-22,GVEN,8,1.176470588,Octocoral,x
290,Forereef,CBC30N,24/05/2022,680,May-22,Hal_spp,21,3.088235294,Macroalgae,x
291,Forereef,CBC30N,24/05/2022,680,May-22,LSUB_RUB,36,5.294117647,Rubble,x
292,Forereef,CBC30N,24/05/2022,680,May-22,Lob_spp,0,0,Macroalgae,x
293,Forereef,CBC30N,24/05/2022,680,May-22,MALC,4,0.588235294,All Stony Coral,x
294,Forereef,CBC30N,24/05/2022,680,May-22,MCAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
295,Forereef,CBC30N,24/05/2022,680,May-22,MCOM,0,0,All Stony Coral,x
296,Forereef,CBC30N,24/05/2022,680,May-22,MURI,3,0.441176471,Octocoral,x
297,Forereef,CBC30N,24/05/2022,680,May-22,MURO,0,0,Octocoral,x
298,Forereef,CBC30N,24/05/2022,680,May-22,Macro,52,7.647058824,Macroalgae,x
299,Forereef,CBC30N,24/05/2022,680,May-22,OANN,2,0.294117647,All Stony Coral,SCTLD Suscep. Spp.
300,Forereef,CBC30N,24/05/2022,680,May-22,OFAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
301,Forereef,CBC30N,24/05/2022,680,May-22,Other Inv,0,0,Other Encrusting Invert,x
302,Forereef,CBC30N,24/05/2022,680,May-22,PALY,3,0.441176471,Other Encrusting Invert,x
303,Forereef,CBC30N,24/05/2022,680,May-22,PAST,21,3.088235294,All Stony Coral,x
304,Forereef,CBC30N,24/05/2022,680,May-22,PPOR,0,0,All Stony Coral,x
305,Forereef,CBC30N,24/05/2022,680,May-22,PSEUGORG,0,0,Octocoral,x
306,Forereef,CBC30N,24/05/2022,680,May-22,PSTR,0,0,All Stony Coral,SCTLD Suscep. Spp.
307,Forereef,CBC30N,24/05/2022,680,May-22,PTER,0,0,Octocoral,x
308,Forereef,CBC30N,24/05/2022,680,May-22,SHAD,7,1.029411765,Unidentified,x
309,Forereef,CBC30N,24/05/2022,680,May-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
310,Forereef,CBC30N,24/05/2022,680,May-22,SINT,1,0.147058824,All Stony Coral,SCTLD Suscep. Spp.
311,Forereef,CBC30N,24/05/2022,680,May-22,SPONGB,0,0,Sponge,x
312,Forereef,CBC30N,24/05/2022,680,May-22,SPONGR,0,0,Sponge,x
313,Forereef,CBC30N,24/05/2022,680,May-22,SPONGV,0,0,Sponge,x
314,Forereef,CBC30N,24/05/2022,680,May-22,SPTU,2,0.294117647,Sponge,x
315,Forereef,CBC30N,24/05/2022,680,May-22,SRAD,0,0,All Stony Coral,x
316,Forereef,CBC30N,24/05/2022,680,May-22,SSID,13,1.911764706,All Stony Coral,SCTLD Suscep. Spp.
317,Forereef,CBC30N,24/05/2022,680,May-22,Sand,117,17.20588235,Sand,x
318,Forereef,CBC30N,24/05/2022,680,May-22,SpgOth,4,0.588235294,Sponge,x
319,Forereef,CBC30N,24/05/2022,680,May-22,TAPE,23,3.382352941,Unidentified,x
320,Forereef,CBC30N,24/05/2022,680,May-22,THAL,0,0,Thalassia,x
321,Forereef,CBC30N,24/05/2022,680,May-22,Tk Tf,22,3.235294118,Turf Algae,x
322,Forereef,CBC30N,24/05/2022,680,May-22,Tn Tf,226,33.23529412,Turf Algae,x
323,Forereef,CBC30N,24/05/2022,680,May-22,Turbin,0,0,Macroalgae,x
324,Forereef,CBC30N,24/05/2022,680,May-22,Unk,0,0,Unidentified,x
325,Forereef,CBC30N,01/12/2022,840,Dec-22,AAGA,2,0.238095238,All Stony Coral,x
326,Forereef,CBC30N,01/12/2022,840,Dec-22,ACER,0,0,All Stony Coral,x
327,Forereef,CBC30N,01/12/2022,840,Dec-22,AGAR,0,0,All Stony Coral,x
328,Forereef,CBC30N,01/12/2022,840,Dec-22,ALAM,1,0.119047619,All Stony Coral,x
329,Forereef,CBC30N,01/12/2022,840,Dec-22,ANTI,0,0,Octocoral,x
330,Forereef,CBC30N,01/12/2022,840,Dec-22,ATEN,4,0.476190476,All Stony Coral,x
331,Forereef,CBC30N,01/12/2022,840,Dec-22,BRAN-CALC,0,0,Macroalgae,x
332,Forereef,CBC30N,01/12/2022,840,Dec-22,BRIA,0,0,Octocoral,x
333,Forereef,CBC30N,01/12/2022,840,Dec-22,CCA 1,0,0,Hard Substrate,x
334,Forereef,CBC30N,01/12/2022,840,Dec-22,CLIONI,2,0.238095238,Sponge,x
335,Forereef,CBC30N,01/12/2022,840,Dec-22,CNAT,0,0,All Stony Coral,SCTLD Suscep. Spp.
336,Forereef,CBC30N,01/12/2022,840,Dec-22,CYAN,3,0.357142857,Cyanobacteria,x
337,Forereef,CBC30N,01/12/2022,840,Dec-22,Cyan red,0,0,Cyanobacteria,x
338,Forereef,CBC30N,01/12/2022,840,Dec-22,DLAB,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
339,Forereef,CBC30N,01/12/2022,840,Dec-22,Dicsp,1,0.119047619,Macroalgae,x
340,Forereef,CBC30N,01/12/2022,840,Dec-22,ENSP,0,0,Sponge,x
341,Forereef,CBC30N,01/12/2022,840,Dec-22,EUNI,0,0,Octocoral,x
342,Forereef,CBC30N,01/12/2022,840,Dec-22,GORGO,98,11.66666667,Octocoral,x
343,Forereef,CBC30N,01/12/2022,840,Dec-22,GVEN,5,0.595238095,Octocoral,x
344,Forereef,CBC30N,01/12/2022,840,Dec-22,Hal_spp,2,0.238095238,Macroalgae,x
345,Forereef,CBC30N,01/12/2022,840,Dec-22,LSUB_RUB,79,9.404761905,Rubble,x
346,Forereef,CBC30N,01/12/2022,840,Dec-22,Lob_spp,0,0,Macroalgae,x
347,Forereef,CBC30N,01/12/2022,840,Dec-22,MALC,1,0.119047619,All Stony Coral,x
348,Forereef,CBC30N,01/12/2022,840,Dec-22,MCAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
349,Forereef,CBC30N,01/12/2022,840,Dec-22,MCOM,0,0,All Stony Coral,x
350,Forereef,CBC30N,01/12/2022,840,Dec-22,MURI,0,0,Octocoral,x
351,Forereef,CBC30N,01/12/2022,840,Dec-22,MURO,0,0,Octocoral,x
352,Forereef,CBC30N,01/12/2022,840,Dec-22,Macro,45,5.357142857,Macroalgae,x
353,Forereef,CBC30N,01/12/2022,840,Dec-22,OANN,3,0.357142857,All Stony Coral,SCTLD Suscep. Spp.
354,Forereef,CBC30N,01/12/2022,840,Dec-22,OFAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
355,Forereef,CBC30N,01/12/2022,840,Dec-22,Other Inv,0,0,Other Encrusting Invert,x
356,Forereef,CBC30N,01/12/2022,840,Dec-22,PALY,5,0.595238095,Other Encrusting Invert,x
357,Forereef,CBC30N,01/12/2022,840,Dec-22,PAST,7,0.833333333,All Stony Coral,x
358,Forereef,CBC30N,01/12/2022,840,Dec-22,PPOR,6,0.714285714,All Stony Coral,x
359,Forereef,CBC30N,01/12/2022,840,Dec-22,PSEUGORG,0,0,Octocoral,x
360,Forereef,CBC30N,01/12/2022,840,Dec-22,PSTR,0,0,All Stony Coral,SCTLD Suscep. Spp.
361,Forereef,CBC30N,01/12/2022,840,Dec-22,PTER,0,0,Octocoral,x
362,Forereef,CBC30N,01/12/2022,840,Dec-22,SHAD,0,0,Unidentified,x
363,Forereef,CBC30N,01/12/2022,840,Dec-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
364,Forereef,CBC30N,01/12/2022,840,Dec-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
365,Forereef,CBC30N,01/12/2022,840,Dec-22,SPONGB,2,0.238095238,Sponge,x
366,Forereef,CBC30N,01/12/2022,840,Dec-22,SPONGR,0,0,Sponge,x
367,Forereef,CBC30N,01/12/2022,840,Dec-22,SPONGV,0,0,Sponge,x
368,Forereef,CBC30N,01/12/2022,840,Dec-22,SPTU,5,0.595238095,Sponge,x
369,Forereef,CBC30N,01/12/2022,840,Dec-22,SRAD,0,0,All Stony Coral,x
370,Forereef,CBC30N,01/12/2022,840,Dec-22,SSID,3,0.357142857,All Stony Coral,SCTLD Suscep. Spp.
371,Forereef,CBC30N,01/12/2022,840,Dec-22,Sand,94,11.19047619,Sand,x
372,Forereef,CBC30N,01/12/2022,840,Dec-22,SpgOth,7,0.833333333,Sponge,x
373,Forereef,CBC30N,01/12/2022,840,Dec-22,TAPE,25,2.976190476,Unidentified,x
374,Forereef,CBC30N,01/12/2022,840,Dec-22,THAL,0,0,Thalassia,x
375,Forereef,CBC30N,01/12/2022,840,Dec-22,Tk Tf,110,13.0952381,Turf Algae,x
376,Forereef,CBC30N,01/12/2022,840,Dec-22,Tn Tf,329,39.16666667,Turf Algae,x
377,Forereef,CBC30N,01/12/2022,840,Dec-22,Turbin,0,0,Macroalgae,x
378,Forereef,CBC30N,01/12/2022,840,Dec-22,Unk,0,0,Unidentified,x
379,Forereef,SR30N,05/01/2020,640,Jan-20,AAGA,7,1.09375,All Stony Coral,x
380,Forereef,SR30N,05/01/2020,640,Jan-20,ACER,0,0,All Stony Coral,x
381,Forereef,SR30N,05/01/2020,640,Jan-20,AGAR,0,0,All Stony Coral,x
382,Forereef,SR30N,05/01/2020,640,Jan-20,ALAM,0,0,All Stony Coral,x
383,Forereef,SR30N,05/01/2020,640,Jan-20,ANTI,71,11.09375,Octocoral,x
384,Forereef,SR30N,05/01/2020,640,Jan-20,ATEN,17,2.65625,All Stony Coral,x
385,Forereef,SR30N,05/01/2020,640,Jan-20,BRAN-CALC,0,0,Macroalgae,x
386,Forereef,SR30N,05/01/2020,640,Jan-20,BRIA,2,0.3125,Octocoral,x
387,Forereef,SR30N,05/01/2020,640,Jan-20,CCA 1,1,0.15625,Hard Substrate,x
388,Forereef,SR30N,05/01/2020,640,Jan-20,CLIONI,0,0,Sponge,x
389,Forereef,SR30N,05/01/2020,640,Jan-20,CNAT,16,2.5,All Stony Coral,SCTLD Suscep. Spp.
390,Forereef,SR30N,05/01/2020,640,Jan-20,CYAN,0,0,Cyanobacteria,x
391,Forereef,SR30N,05/01/2020,640,Jan-20,Cyan red,0,0,Cyanobacteria,x
392,Forereef,SR30N,05/01/2020,640,Jan-20,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
393,Forereef,SR30N,05/01/2020,640,Jan-20,Dicsp,10,1.5625,Macroalgae,x
394,Forereef,SR30N,05/01/2020,640,Jan-20,ENSP,0,0,Sponge,x
395,Forereef,SR30N,05/01/2020,640,Jan-20,EUNI,7,1.09375,Octocoral,x
396,Forereef,SR30N,05/01/2020,640,Jan-20,GORGO,31,4.84375,Octocoral,x
397,Forereef,SR30N,05/01/2020,640,Jan-20,GVEN,2,0.3125,Octocoral,x
398,Forereef,SR30N,05/01/2020,640,Jan-20,Hal_spp,4,0.625,Macroalgae,x
399,Forereef,SR30N,05/01/2020,640,Jan-20,LSUB_RUB,42,6.5625,Rubble,x
400,Forereef,SR30N,05/01/2020,640,Jan-20,Lob_spp,0,0,Macroalgae,x
401,Forereef,SR30N,05/01/2020,640,Jan-20,MALC,1,0.15625,All Stony Coral,x
402,Forereef,SR30N,05/01/2020,640,Jan-20,MCAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
403,Forereef,SR30N,05/01/2020,640,Jan-20,MCOM,0,0,All Stony Coral,x
404,Forereef,SR30N,05/01/2020,640,Jan-20,MURI,0,0,Octocoral,x
405,Forereef,SR30N,05/01/2020,640,Jan-20,MURO,2,0.3125,Octocoral,x
406,Forereef,SR30N,05/01/2020,640,Jan-20,Macro,42,6.5625,Macroalgae,x
407,Forereef,SR30N,05/01/2020,640,Jan-20,OANN,0,0,All Stony Coral,SCTLD Suscep. Spp.
408,Forereef,SR30N,05/01/2020,640,Jan-20,OFAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
409,Forereef,SR30N,05/01/2020,640,Jan-20,Other Inv,2,0.3125,Other Encrusting Invert,x
410,Forereef,SR30N,05/01/2020,640,Jan-20,PALY,0,0,Other Encrusting Invert,x
411,Forereef,SR30N,05/01/2020,640,Jan-20,PAST,16,2.5,All Stony Coral,x
412,Forereef,SR30N,05/01/2020,640,Jan-20,PPOR,7,1.09375,All Stony Coral,x
413,Forereef,SR30N,05/01/2020,640,Jan-20,PSEUGORG,0,0,Octocoral,x
414,Forereef,SR30N,05/01/2020,640,Jan-20,PSTR,0,0,All Stony Coral,SCTLD Suscep. Spp.
415,Forereef,SR30N,05/01/2020,640,Jan-20,PTER,0,0,Octocoral,x
416,Forereef,SR30N,05/01/2020,640,Jan-20,SHAD,5,0.78125,Unidentified,x
417,Forereef,SR30N,05/01/2020,640,Jan-20,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
418,Forereef,SR30N,05/01/2020,640,Jan-20,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
419,Forereef,SR30N,05/01/2020,640,Jan-20,SPONGB,0,0,Sponge,x
420,Forereef,SR30N,05/01/2020,640,Jan-20,SPONGR,0,0,Sponge,x
421,Forereef,SR30N,05/01/2020,640,Jan-20,SPONGV,0,0,Sponge,x
422,Forereef,SR30N,05/01/2020,640,Jan-20,SPTU,1,0.15625,Sponge,x
423,Forereef,SR30N,05/01/2020,640,Jan-20,SRAD,0,0,All Stony Coral,x
424,Forereef,SR30N,05/01/2020,640,Jan-20,SSID,3,0.46875,All Stony Coral,SCTLD Suscep. Spp.
425,Forereef,SR30N,05/01/2020,640,Jan-20,Sand,23,3.59375,Sand,x
426,Forereef,SR30N,05/01/2020,640,Jan-20,SpgOth,1,0.15625,Sponge,x
427,Forereef,SR30N,05/01/2020,640,Jan-20,TAPE,9,1.40625,Unidentified,x
428,Forereef,SR30N,05/01/2020,640,Jan-20,THAL,0,0,Thalassia,x
429,Forereef,SR30N,05/01/2020,640,Jan-20,Tk Tf,23,3.59375,Turf Algae,x
430,Forereef,SR30N,05/01/2020,640,Jan-20,Tn Tf,293,45.78125,Turf Algae,x
431,Forereef,SR30N,05/01/2020,640,Jan-20,Turbin,0,0,Macroalgae,x
432,Forereef,SR30N,05/01/2020,640,Jan-20,Unk,2,0.3125,Unidentified,x
433,Forereef,SR30N,26/05/2022,680,May-22,AAGA,3,0.441176471,All Stony Coral,x
434,Forereef,SR30N,26/05/2022,680,May-22,ACER,0,0,All Stony Coral,x
435,Forereef,SR30N,26/05/2022,680,May-22,AGAR,0,0,All Stony Coral,x
436,Forereef,SR30N,26/05/2022,680,May-22,ALAM,0,0,All Stony Coral,x
437,Forereef,SR30N,26/05/2022,680,May-22,ANTI,55,8.088235294,Octocoral,x
438,Forereef,SR30N,26/05/2022,680,May-22,ATEN,22,3.235294118,All Stony Coral,x
439,Forereef,SR30N,26/05/2022,680,May-22,BRAN-CALC,1,0.147058824,Macroalgae,x
440,Forereef,SR30N,26/05/2022,680,May-22,BRIA,1,0.147058824,Octocoral,x
441,Forereef,SR30N,26/05/2022,680,May-22,CCA 1,9,1.323529412,Hard Substrate,x
442,Forereef,SR30N,26/05/2022,680,May-22,CLIONI,0,0,Sponge,x
443,Forereef,SR30N,26/05/2022,680,May-22,CNAT,9,1.323529412,All Stony Coral,SCTLD Suscep. Spp.
444,Forereef,SR30N,26/05/2022,680,May-22,CYAN,1,0.147058824,Cyanobacteria,x
445,Forereef,SR30N,26/05/2022,680,May-22,Cyan red,0,0,Cyanobacteria,x
446,Forereef,SR30N,26/05/2022,680,May-22,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
447,Forereef,SR30N,26/05/2022,680,May-22,Dicsp,21,3.088235294,Macroalgae,x
448,Forereef,SR30N,26/05/2022,680,May-22,ENSP,0,0,Sponge,x
449,Forereef,SR30N,26/05/2022,680,May-22,EUNI,5,0.735294118,Octocoral,x
450,Forereef,SR30N,26/05/2022,680,May-22,GORGO,31,4.558823529,Octocoral,x
451,Forereef,SR30N,26/05/2022,680,May-22,GVEN,9,1.323529412,Octocoral,x
452,Forereef,SR30N,26/05/2022,680,May-22,Hal_spp,5,0.735294118,Macroalgae,x
453,Forereef,SR30N,26/05/2022,680,May-22,LSUB_RUB,38,5.588235294,Rubble,x
454,Forereef,SR30N,26/05/2022,680,May-22,Lob_spp,0,0,Macroalgae,x
455,Forereef,SR30N,26/05/2022,680,May-22,MALC,6,0.882352941,All Stony Coral,x
456,Forereef,SR30N,26/05/2022,680,May-22,MCAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
457,Forereef,SR30N,26/05/2022,680,May-22,MCOM,0,0,All Stony Coral,x
458,Forereef,SR30N,26/05/2022,680,May-22,MURI,0,0,Octocoral,x
459,Forereef,SR30N,26/05/2022,680,May-22,MURO,15,2.205882353,Octocoral,x
460,Forereef,SR30N,26/05/2022,680,May-22,Macro,90,13.23529412,Macroalgae,x
461,Forereef,SR30N,26/05/2022,680,May-22,OANN,0,0,All Stony Coral,SCTLD Suscep. Spp.
462,Forereef,SR30N,26/05/2022,680,May-22,OFAV,1,0.147058824,All Stony Coral,SCTLD Suscep. Spp.
463,Forereef,SR30N,26/05/2022,680,May-22,Other Inv,1,0.147058824,Other Encrusting Invert,x
464,Forereef,SR30N,26/05/2022,680,May-22,PALY,1,0.147058824,Other Encrusting Invert,x
465,Forereef,SR30N,26/05/2022,680,May-22,PAST,5,0.735294118,All Stony Coral,x
466,Forereef,SR30N,26/05/2022,680,May-22,PPOR,5,0.735294118,All Stony Coral,x
467,Forereef,SR30N,26/05/2022,680,May-22,PSEUGORG,0,0,Octocoral,x
468,Forereef,SR30N,26/05/2022,680,May-22,PSTR,6,0.882352941,All Stony Coral,SCTLD Suscep. Spp.
469,Forereef,SR30N,26/05/2022,680,May-22,PTER,0,0,Octocoral,x
470,Forereef,SR30N,26/05/2022,680,May-22,SHAD,0,0,Unidentified,x
471,Forereef,SR30N,26/05/2022,680,May-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
472,Forereef,SR30N,26/05/2022,680,May-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
473,Forereef,SR30N,26/05/2022,680,May-22,SPONGB,0,0,Sponge,x
474,Forereef,SR30N,26/05/2022,680,May-22,SPONGR,0,0,Sponge,x
475,Forereef,SR30N,26/05/2022,680,May-22,SPONGV,0,0,Sponge,x
476,Forereef,SR30N,26/05/2022,680,May-22,SPTU,1,0.147058824,Sponge,x
477,Forereef,SR30N,26/05/2022,680,May-22,SRAD,0,0,All Stony Coral,x
478,Forereef,SR30N,26/05/2022,680,May-22,SSID,26,3.823529412,All Stony Coral,SCTLD Suscep. Spp.
479,Forereef,SR30N,26/05/2022,680,May-22,Sand,39,5.735294118,Sand,x
480,Forereef,SR30N,26/05/2022,680,May-22,SpgOth,3,0.441176471,Sponge,x
481,Forereef,SR30N,26/05/2022,680,May-22,TAPE,26,3.823529412,Unidentified,x
482,Forereef,SR30N,26/05/2022,680,May-22,THAL,0,0,Thalassia,x
483,Forereef,SR30N,26/05/2022,680,May-22,Tk Tf,41,6.029411765,Turf Algae,x
484,Forereef,SR30N,26/05/2022,680,May-22,Tn Tf,200,29.41176471,Turf Algae,x
485,Forereef,SR30N,26/05/2022,680,May-22,Turbin,0,0,Macroalgae,x
486,Forereef,SR30N,26/05/2022,680,May-22,Unk,4,0.588235294,Unidentified,x
487,Forereef,SR30N,05/12/2022,840,Dec-22,AAGA,7,0.833333333,All Stony Coral,x
488,Forereef,SR30N,05/12/2022,840,Dec-22,ACER,0,0,All Stony Coral,x
489,Forereef,SR30N,05/12/2022,840,Dec-22,AGAR,0,0,All Stony Coral,x
490,Forereef,SR30N,05/12/2022,840,Dec-22,ALAM,0,0,All Stony Coral,x
491,Forereef,SR30N,05/12/2022,840,Dec-22,ANTI,0,0,Octocoral,x
492,Forereef,SR30N,05/12/2022,840,Dec-22,ATEN,3,0.357142857,All Stony Coral,x
493,Forereef,SR30N,05/12/2022,840,Dec-22,BRAN-CALC,0,0,Macroalgae,x
494,Forereef,SR30N,05/12/2022,840,Dec-22,BRIA,0,0,Octocoral,x
495,Forereef,SR30N,05/12/2022,840,Dec-22,CCA 1,7,0.833333333,Hard Substrate,x
496,Forereef,SR30N,05/12/2022,840,Dec-22,CLIONI,0,0,Sponge,x
497,Forereef,SR30N,05/12/2022,840,Dec-22,CNAT,16,1.904761905,All Stony Coral,SCTLD Suscep. Spp.
498,Forereef,SR30N,05/12/2022,840,Dec-22,CYAN,47,5.595238095,Cyanobacteria,x
499,Forereef,SR30N,05/12/2022,840,Dec-22,Cyan red,0,0,Cyanobacteria,x
500,Forereef,SR30N,05/12/2022,840,Dec-22,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
501,Forereef,SR30N,05/12/2022,840,Dec-22,Dicsp,0,0,Macroalgae,x
502,Forereef,SR30N,05/12/2022,840,Dec-22,ENSP,0,0,Sponge,x
503,Forereef,SR30N,05/12/2022,840,Dec-22,EUNI,0,0,Octocoral,x
504,Forereef,SR30N,05/12/2022,840,Dec-22,GORGO,134,15.95238095,Octocoral,x
505,Forereef,SR30N,05/12/2022,840,Dec-22,GVEN,16,1.904761905,Octocoral,x
506,Forereef,SR30N,05/12/2022,840,Dec-22,Hal_spp,0,0,Macroalgae,x
507,Forereef,SR30N,05/12/2022,840,Dec-22,LSUB_RUB,24,2.857142857,Rubble,x
508,Forereef,SR30N,05/12/2022,840,Dec-22,Lob_spp,0,0,Macroalgae,x
509,Forereef,SR30N,05/12/2022,840,Dec-22,MALC,5,0.595238095,All Stony Coral,x
510,Forereef,SR30N,05/12/2022,840,Dec-22,MCAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
511,Forereef,SR30N,05/12/2022,840,Dec-22,MCOM,0,0,All Stony Coral,x
512,Forereef,SR30N,05/12/2022,840,Dec-22,MURI,0,0,Octocoral,x
513,Forereef,SR30N,05/12/2022,840,Dec-22,MURO,0,0,Octocoral,x
514,Forereef,SR30N,05/12/2022,840,Dec-22,Macro,64,7.619047619,Macroalgae,x
515,Forereef,SR30N,05/12/2022,840,Dec-22,OANN,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
516,Forereef,SR30N,05/12/2022,840,Dec-22,OFAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
517,Forereef,SR30N,05/12/2022,840,Dec-22,Other Inv,0,0,Other Encrusting Invert,x
518,Forereef,SR30N,05/12/2022,840,Dec-22,PALY,2,0.238095238,Other Encrusting Invert,x
519,Forereef,SR30N,05/12/2022,840,Dec-22,PAST,2,0.238095238,All Stony Coral,x
520,Forereef,SR30N,05/12/2022,840,Dec-22,PPOR,1,0.119047619,All Stony Coral,x
521,Forereef,SR30N,05/12/2022,840,Dec-22,PSEUGORG,0,0,Octocoral,x
522,Forereef,SR30N,05/12/2022,840,Dec-22,PSTR,2,0.238095238,All Stony Coral,SCTLD Suscep. Spp.
523,Forereef,SR30N,05/12/2022,840,Dec-22,PTER,0,0,Octocoral,x
524,Forereef,SR30N,05/12/2022,840,Dec-22,SHAD,3,0.357142857,Unidentified,x
525,Forereef,SR30N,05/12/2022,840,Dec-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
526,Forereef,SR30N,05/12/2022,840,Dec-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
527,Forereef,SR30N,05/12/2022,840,Dec-22,SPONGB,4,0.476190476,Sponge,x
528,Forereef,SR30N,05/12/2022,840,Dec-22,SPONGR,0,0,Sponge,x
529,Forereef,SR30N,05/12/2022,840,Dec-22,SPONGV,0,0,Sponge,x
530,Forereef,SR30N,05/12/2022,840,Dec-22,SPTU,4,0.476190476,Sponge,x
531,Forereef,SR30N,05/12/2022,840,Dec-22,SRAD,0,0,All Stony Coral,x
532,Forereef,SR30N,05/12/2022,840,Dec-22,SSID,3,0.357142857,All Stony Coral,SCTLD Suscep. Spp.
533,Forereef,SR30N,05/12/2022,840,Dec-22,Sand,14,1.666666667,Sand,x
534,Forereef,SR30N,05/12/2022,840,Dec-22,SpgOth,6,0.714285714,Sponge,x
535,Forereef,SR30N,05/12/2022,840,Dec-22,TAPE,70,8.333333333,Unidentified,x
536,Forereef,SR30N,05/12/2022,840,Dec-22,THAL,0,0,Thalassia,x
537,Forereef,SR30N,05/12/2022,840,Dec-22,Tk Tf,135,16.07142857,Turf Algae,x
538,Forereef,SR30N,05/12/2022,840,Dec-22,Tn Tf,269,32.02380952,Turf Algae,x
539,Forereef,SR30N,05/12/2022,840,Dec-22,Turbin,0,0,Macroalgae,x
540,Forereef,SR30N,05/12/2022,840,Dec-22,Unk,1,0.119047619,Unidentified,x
541,Forereef,South Reef Central,04/12/2022,840,Dec-22,AAGA,8,0.952380952,All Stony Coral,x
542,Forereef,South Reef Central,04/12/2022,840,Dec-22,ACER,0,0,All Stony Coral,x
543,Forereef,South Reef Central,04/12/2022,840,Dec-22,AGAR,1,0.119047619,All Stony Coral,x
544,Forereef,South Reef Central,04/12/2022,840,Dec-22,ALAM,0,0,All Stony Coral,x
545,Forereef,South Reef Central,04/12/2022,840,Dec-22,ANTI,79,9.404761905,Octocoral,x
546,Forereef,South Reef Central,04/12/2022,840,Dec-22,ATEN,24,2.857142857,All Stony Coral,x
547,Forereef,South Reef Central,04/12/2022,840,Dec-22,BRAN-CALC,0,0,Macroalgae,x
548,Forereef,South Reef Central,04/12/2022,840,Dec-22,BRIA,0,0,Octocoral,x
549,Forereef,South Reef Central,04/12/2022,840,Dec-22,CCA 1,4,0.476190476,Hard Substrate,x
550,Forereef,South Reef Central,04/12/2022,840,Dec-22,CLIONI,0,0,Sponge,x
551,Forereef,South Reef Central,04/12/2022,840,Dec-22,CNAT,0,0,All Stony Coral,SCTLD Suscep. Spp.
552,Forereef,South Reef Central,04/12/2022,840,Dec-22,CYAN,30,3.571428571,Cyanobacteria,x
553,Forereef,South Reef Central,04/12/2022,840,Dec-22,Cyan red,0,0,Cyanobacteria,x
554,Forereef,South Reef Central,04/12/2022,840,Dec-22,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
555,Forereef,South Reef Central,04/12/2022,840,Dec-22,Dicsp,1,0.119047619,Macroalgae,x
556,Forereef,South Reef Central,04/12/2022,840,Dec-22,ENSP,0,0,Sponge,x
557,Forereef,South Reef Central,04/12/2022,840,Dec-22,EUNI,7,0.833333333,Octocoral,x
558,Forereef,South Reef Central,04/12/2022,840,Dec-22,GORGO,33,3.928571429,Octocoral,x
